input,output
PM2.5=89 humidity=41 wind=1.7 AQI=127,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=116 humidity=42 wind=4.9 AQI=147,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=144 humidity=74 wind=6.8 AQI=190,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=98 humidity=34 wind=3.8 AQI=125,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=156 humidity=62 wind=2.9 AQI=219,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=236 humidity=54 wind=6.6 AQI=300,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=108 humidity=59 wind=2.8 AQI=155,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=260 humidity=73 wind=3.5 AQI=357,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=58 humidity=43 wind=2.5 AQI=84,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=160 humidity=59 wind=6.2 AQI=206,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=94 humidity=43 wind=3.4 AQI=126,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=130 humidity=20 wind=2.6 AQI=166,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=209 humidity=63 wind=5.9 AQI=273,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=20 humidity=92 wind=5.3 AQI=45,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=60 humidity=31 wind=3.0 AQI=78,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=167 humidity=75 wind=6.2 AQI=223,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=197 humidity=25 wind=6.8 AQI=234,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=193 humidity=67 wind=3.8 AQI=265,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=145 humidity=90 wind=7.7 AQI=195,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=205 humidity=38 wind=2.6 AQI=272,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=229 humidity=51 wind=1.8 AQI=314,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=268 humidity=79 wind=0.9 AQI=383,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=230 humidity=77 wind=4.2 AQI=316,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=294 humidity=55 wind=4.1 AQI=389,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=127 humidity=82 wind=0.6 AQI=203,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=191 humidity=81 wind=8.0 AQI=248,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=166 humidity=79 wind=4.5 AQI=232,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=288 humidity=59 wind=4.7 AQI=380,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=19 humidity=28 wind=0.6 AQI=35,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=12 humidity=37 wind=2.6 AQI=21,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=236 humidity=83 wind=2.6 AQI=335,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=114 humidity=34 wind=4.5 AQI=142,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=220 humidity=94 wind=4.7 AQI=309,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=174 humidity=41 wind=0.7 AQI=243,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=18 humidity=43 wind=1.9 AQI=35,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=282 humidity=31 wind=5.1 AQI=356,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=45 humidity=79 wind=7.7 AQI=59,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=107 humidity=58 wind=3.4 AQI=151,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=243 humidity=77 wind=6.9 AQI=319,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=66 humidity=77 wind=0.8 AQI=120,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=103 humidity=63 wind=2.1 AQI=154,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=146 humidity=62 wind=6.5 AQI=188,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=214 humidity=45 wind=5.1 AQI=275,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=144 humidity=59 wind=6.0 AQI=186,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=241 humidity=35 wind=6.6 AQI=297,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=213 humidity=43 wind=6.9 AQI=263,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=65 humidity=65 wind=1.1 AQI=111,Air quality is affected because pollution is low and wind is low and pollutants are trapped.
PM2.5=153 humidity=57 wind=4.9 AQI=202,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=248 humidity=50 wind=0.6 AQI=344,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=292 humidity=72 wind=4.0 AQI=395,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=113 humidity=33 wind=7.9 AQI=123,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=257 humidity=40 wind=5.9 AQI=324,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=74 humidity=29 wind=7.1 AQI=75,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=169 humidity=40 wind=2.5 AQI=227,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=275 humidity=64 wind=5.7 AQI=361,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=242 humidity=84 wind=1.5 AQI=349,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=295 humidity=95 wind=5.9 AQI=401,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=212 humidity=78 wind=0.7 AQI=311,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=181 humidity=87 wind=6.5 AQI=246,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=269 humidity=47 wind=5.3 AQI=346,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=99 humidity=92 wind=5.9 AQI=145,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=121 humidity=44 wind=4.6 AQI=156,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=32 humidity=53 wind=7.5 AQI=30,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=152 humidity=23 wind=3.5 AQI=191,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=160 humidity=68 wind=8.0 AQI=202,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=97 humidity=51 wind=7.5 AQI=114,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=206 humidity=25 wind=0.8 AQI=276,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=115 humidity=23 wind=2.1 AQI=150,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=34 humidity=34 wind=5.8 AQI=32,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=64 humidity=73 wind=3.0 AQI=104,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=64 humidity=36 wind=3.3 AQI=84,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=246 humidity=75 wind=4.6 AQI=334,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=92 humidity=73 wind=5.5 AQI=128,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=130 humidity=70 wind=2.2 AQI=193,Air quality is affected because pollution levels are elevated and wind helps disperse pollutants.
PM2.5=92 humidity=37 wind=0.6 AQI=135,Air quality is affected because pollution levels are elevated and wind is low and pollutants are trapped.
PM2.5=222 humidity=78 wind=7.5 AQI=290,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=192 humidity=80 wind=2.1 AQI=279,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=40 humidity=89 wind=5.0 AQI=71,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=64 humidity=68 wind=6.1 AQI=86,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=270 humidity=73 wind=1.4 AQI=380,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=63 humidity=67 wind=2.1 AQI=104,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=294 humidity=70 wind=4.0 AQI=397,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
PM2.5=172 humidity=66 wind=1.1 AQI=251,Air quality is affected because fine particles are extremely high and wind is low and pollutants are trapped.
PM2.5=22 humidity=94 wind=5.8 AQI=46,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=58 humidity=39 wind=6.8 AQI=60,Air quality is affected because pollution is low and wind helps disperse pollutants.
PM2.5=258 humidity=67 wind=6.4 AQI=336,Air quality is affected because fine particles are extremely high and wind helps disperse pollutants.
